ID,Rationale,Category,Name,Method,MethodArgument,RegistryPath,RegistryItem,ClassName,Namespace,Property,DefaultValue,RecommendedValue,Operator,Severity
17.1.2,Auditing these events may be useful when investigating a security incident,Advanced Audit Policy Configuration,Kerberos Authentication Service,auditpol,{0CCE9242-69AE-11D9-BED3-505054503030},,,,,,,Success and Failure,=,Low
17.1.3,Auditing these events may be useful when investigating a security incident,Advanced Audit Policy Configuration,Kerberos Service Ticket Operations,auditpol,{0CCE9240-69AE-11D9-BED3-505054503030},,,,,,,Success and Failure,=,Low
17.2.1,Auditing events in this category may be useful when investigating an incident.,Advanced Audit Policy Configuration,Application Group Management,auditpol,{0CCE9239-69AE-11D9-BED3-505054503030},,,,,,No Auditing,Success and Failure,=,Low
17.2.2,Auditing events in this category may be useful when investigating an incident,Advanced Audit Policy Configuration,Computer Account Management,auditpol,{0CCE9236-69AE-11D9-BED3-505054503030},,,,,,,Success,contains,Low
17.2.3,"Auditing these events may provide an organization with insight when investigating an incident. For example, when a given unauthorized user was added to a sensitive distribution group",Advanced Audit Policy Configuration,Distribution Group Management,auditpol,{0CCE9238-69AE-11D9-BED3-505054503030},,,,,,,Success,contains,Low
17.2.4,Auditing these events may be useful when investigating a security incident,Advanced Audit Policy Configuration,Other Account Management Events,auditpol,{0CCE923A-69AE-11D9-BED3-505054503030},,,,,,,Success,contains,Low
17.2.5,Auditing these events may be useful when investigating a security incident,Advanced Audit Policy Configuration,Security Group Management,auditpol,{0CCE9237-69AE-11D9-BED3-505054503030},,,,,,Success,Success,contains,Low
17.2.6,Auditing these events may be useful when investigating a security incident.,Advanced Audit Policy Configuration,User Account Management,auditpol,{0CCE9235-69AE-11D9-BED3-505054503030},,,,,,Success,Success and Failure,=,Low
17.3.1,Enabling this setting will allow a user to audit events when a device is plugged into a system. This can help alert IT staff if unapproved devices are plugged in,Advanced Audit Policy Configuration,Plug and Play Events,auditpol,{0cce9248-69ae-11d9-bed3-505054503030},,,,,,No Auditing,Success,contains,Low
17.3.2,Auditing these events may be useful when investigating a security incident,Advanced Audit Policy Configuration,Process Creation,auditpol,{0CCE922B-69AE-11D9-BED3-505054503030},,,,,,No Auditing,Success,contains,Low
17.4.1,Auditing these events may be useful when investigating a security incident,Advanced Audit Policy Configuration,Directory Service Access,auditpol,{0CCE923B-69AE-11D9-BED3-505054503030},,,,,,,Failure,contains,Low
17.4.2,Auditing these events may be useful when investigating a security incident,Advanced Audit Policy Configuration,Directory Service Changes,auditpol,{0CCE923C-69AE-11D9-BED3-505054503030},,,,,,,Success,contains,Low
17.5.1,Auditing these events may be useful when investigating a security inciden,Advanced Audit Policy Configuration,Account Lockout,auditpol,{0CCE9217-69AE-11D9-BED3-505054503030},,,,,,Success,Failure,contains,Low
17.5.2,Auditing these events may be useful when investigating a security incident.,Advanced Audit Policy Configuration,Group Membership,auditpol,{0cce9249-69ae-11d9-bed3-505054503030},,,,,,No Auditing,Success,contains,Low
17.5.3,Auditing these events may be useful when investigating a security incident.,Advanced Audit Policy Configuration,Logoff,auditpol,{0CCE9216-69AE-11D9-BED3-505054503030},,,,,,Success,Success,contains,Low
17.5.4,Auditing these events may be useful when investigating a security incident,Advanced Audit Policy Configuration,Logon,auditpol,{0CCE9215-69AE-11D9-BED3-505054503030},,,,,,Success and Failure,Success and Failure,=,Low
17.5.5,Auditing these events may be useful when investigating a security incident.,Advanced Audit Policy Configuration,Other Logon/Logoff Events,auditpol,{0CCE921C-69AE-11D9-BED3-505054503030},,,,,,No Auditing,Success and Failure,=,Low
17.5.6,Auditing these events may be useful when investigating a security incident.,Advanced Audit Policy Configuration,Special Logon,auditpol,{0CCE921B-69AE-11D9-BED3-505054503030},,,,,,Success,Success,contains,Low
17.6.1,"Auditing the Failures will log which unauthorized users attempted (and failed) to get access to a file or folder on a network share on this computer, which could possibly be an indication of malicious intent.",Advanced Audit Policy Configuration,Detailed File Share,auditpol,{0CCE9244-69AE-11D9-BED3-505054503030},,,,,,No Auditing,Failure,contains,Low
17.6.2,"In an enterprise managed environment, it's important to track deletion, creation, modification, and access events for network shares. Any unusual file sharing activity may be useful in an investigation of potentially malicious activity",Advanced Audit Policy Configuration,File Share,auditpol,{0CCE9224-69AE-11D9-BED3-505054503030},,,,,,No Auditing,Success and Failure,=,Low
17.6.3,"The unexpected creation of scheduled tasks and COM+ objects could potentially be an indication of malicious activity. Since these types of actions are generally low volume, it may be useful to capture them in the audit logs for use during an investigation",Advanced Audit Policy Configuration,Other Object Access Events,auditpol,{0CCE9227-69AE-11D9-BED3-505054503030},,,,,,No Auditing,Success and Failure,=,Low
17.6.4,"Auditing removable storage may be useful when investigating an incident. For example, if an individual is suspected of copying sensitive information onto a USB drive.",Advanced Audit Policy Configuration,Removable Storage,auditpol,{0CCE9245-69AE-11D9-BED3-505054503030},,,,,,No Auditing,Success and Failure,=,Low
17.7.1,Auditing these events may be useful when investigating a security incident,Advanced Audit Policy Configuration,Audit Policy Change,auditpol,{0CCE922F-69AE-11D9-BED3-505054503030},,,,,,Success,Success,contains,Low
17.7.2,Auditing these events may be useful when investigating a security incident,Advanced Audit Policy Configuration,Authentication Policy Change,auditpol,{0CCE9230-69AE-11D9-BED3-505054503030},,,,,,Success,Success,contains,Low
17.7.3,Auditing these events may be useful when investigating a security incident,Advanced Audit Policy Configuration,Authorization Policy Change,auditpol,{0CCE9231-69AE-11D9-BED3-505054503030},,,,,,No Auditing,Success,contains,Low
17.7.4,Changes to firewall rules are important for understanding the security state of the computer and how well it is protected against network attacks,Advanced Audit Policy Configuration,MPSSVC Rule-Level Policy Change,auditpol,{0CCE9232-69AE-11D9-BED3-505054503030},,,,,,No Auditing,Success and Failure,=,Low
17.7.5,"This setting can help detect errors in applied Security settings which came from Group Policy, and failure events related to Cryptographic Next Generation (CNG) functions.",Advanced Audit Policy Configuration,Other Policy Change Events,auditpol,{0CCE9234-69AE-11D9-BED3-505054503030},,,,,,No Auditing,Failure,contains,Low
17.8.1,Auditing these events may be useful when investigating a security incident,Advanced Audit Policy Configuration,Sensitive Privilege Use,auditpol,{0CCE9228-69AE-11D9-BED3-505054503030},,,,,,No Auditing,Success and Failure,=,Low
17.9.1,Auditing these events may be useful when investigating a security incident,Advanced Audit Policy Configuration,IPsec Driver,auditpol,{0CCE9213-69AE-11D9-BED3-505054503030},,,,,,No Auditing,Success and Failure,=,Low
17.9.2,Capturing these audit events may be useful for identifying when the Windows Firewall is not performing as expected.,Advanced Audit Policy Configuration,Other System Events,auditpol,{0CCE9214-69AE-11D9-BED3-505054503030},,,,,,Success and Failure,Success and Failure,=,Low
